"","Movie_Name","Genre","X","PReview_ave","Year","Awards","awards"
"470","love actually","Drama",651,4.305317324,2003,"Nominated for 2 Golden Globes. Another 10 wins & 25 nominations.","awards"
"471","love actually","Romance",651,4.305317324,2003,"Nominated for 2 Golden Globes. Another 10 wins & 25 nominations.","awards"
"472","eternal sunshine of the spotless mind","Drama",652,4.292682927,2004,"Won 1 Oscar. Another 66 wins & 103 nominations.","awards"
"473","eternal sunshine of the spotless mind","Romance",652,4.292682927,2004,"Won 1 Oscar. Another 66 wins & 103 nominations.","awards"
"474","eternal sunshine of the spotless mind","Sci-Fi",652,4.292682927,2004,"Won 1 Oscar. Another 66 wins & 103 nominations.","awards"
"475","spider-man 2","Action",653,4.357873211,2004,"Won 1 Oscar. Another 23 wins & 51 nominations.","awards"
"476","spider-man 2","Adventure",653,4.357873211,2004,"Won 1 Oscar. Another 23 wins & 51 nominations.","awards"
"477","spider-man 2","Fantasy",653,4.357873211,2004,"Won 1 Oscar. Another 23 wins & 51 nominations.","awards"
"478","kill bill, vol. 2","Action",654,4.068627451,2004,"Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.","awards"
"479","kill bill, vol. 2","Crime",654,4.068627451,2004,"Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.","awards"
"480","kill bill, vol. 2","Thriller",654,4.068627451,2004,"Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.","awards"
"481","the day after tomorrow","Action",655,3.262032086,2004,"Won 1 BAFTA Film Award. Another 5 wins & 11 nominations.","awards"
"482","the day after tomorrow","Adventure",655,3.262032086,2004,"Won 1 BAFTA Film Award. Another 5 wins & 11 nominations.","awards"
"483","the day after tomorrow","Sci-Fi",655,3.262032086,2004,"Won 1 BAFTA Film Award. Another 5 wins & 11 nominations.","awards"
"484","anchorman","Comedy",656,3.466850829,2004,"1 win & 11 nominations.","awards"
"485","avp","Action",657,3.059288538,2004,"2 wins & 4 nominations.","awards"
"486","avp","Adventure",657,3.059288538,2004,"2 wins & 4 nominations.","awards"
"487","avp","Sci-Fi",657,3.059288538,2004,"2 wins & 4 nominations.","awards"
"488","i, robot","Action",658,3.826315789,2004,"Nominated for 1 Oscar. Another 1 win & 13 nominations.","awards"
"489","i, robot","Mystery",658,3.826315789,2004,"Nominated for 1 Oscar. Another 1 win & 13 nominations.","awards"
"490","i, robot","Sci-Fi",658,3.826315789,2004,"Nominated for 1 Oscar. Another 1 win & 13 nominations.","awards"
"491","man on fire","Action",659,4.282828283,2004,"1 win & 7 nominations.","awards"
"492","man on fire","Crime",659,4.282828283,2004,"1 win & 7 nominations.","awards"
"493","man on fire","Drama",659,4.282828283,2004,"1 win & 7 nominations.","awards"
"494","collateral","Crime",660,3.902494331,2004,"Nominated for 2 Oscars. Another 22 wins & 64 nominations.","awards"
"495","collateral","Drama",660,3.902494331,2004,"Nominated for 2 Oscars. Another 22 wins & 64 nominations.","awards"
"496","collateral","Thriller",660,3.902494331,2004,"Nominated for 2 Oscars. Another 22 wins & 64 nominations.","awards"
"497","the incredibles","Animation",661,4.708407871,2004,"Won 2 Oscars. Another 59 wins & 52 nominations.","awards"
"498","the incredibles","Action",661,4.708407871,2004,"Won 2 Oscars. Another 59 wins & 52 nominations.","awards"
"499","the incredibles","Adventure",661,4.708407871,2004,"Won 2 Oscars. Another 59 wins & 52 nominations.","awards"
"500","national treasure","Action",662,4.061728395,2004,"1 win & 9 nominations.","awards"
"501","national treasure","Adventure",662,4.061728395,2004,"1 win & 9 nominations.","awards"
"502","national treasure","Comedy",662,4.061728395,2004,"1 win & 9 nominations.","awards"
"503","garden state","Comedy",663,3.854166667,2004,"13 wins & 37 nominations.","awards"
"504","garden state","Drama",663,3.854166667,2004,"13 wins & 37 nominations.","awards"
"505","garden state","Romance",663,3.854166667,2004,"13 wins & 37 nominations.","awards"
"506","the motorcycle diaries","Adventure",664,3.949152542,2004,"Won 1 Oscar. Another 35 wins & 43 nominations.","awards"
"507","the motorcycle diaries","Biography",664,3.949152542,2004,"Won 1 Oscar. Another 35 wins & 43 nominations.","awards"
"508","the motorcycle diaries","Drama",664,3.949152542,2004,"Won 1 Oscar. Another 35 wins & 43 nominations.","awards"
"509","ray","Biography",665,4.388724036,2004,"Won 2 Oscars. Another 52 wins & 51 nominations.","awards"
"510","ray","Drama",665,4.388724036,2004,"Won 2 Oscars. Another 52 wins & 51 nominations.","awards"
"511","ray","Music",665,4.388724036,2004,"Won 2 Oscars. Another 52 wins & 51 nominations.","awards"
"512","third watch","Action",666,4.947214076,1999,"Won 1 Primetime Emmy. Another 13 wins & 24 nominations.","awards"
"513","third watch","Crime",666,4.947214076,1999,"Won 1 Primetime Emmy. Another 13 wins & 24 nominations.","awards"
"514","third watch","Drama",666,4.947214076,1999,"Won 1 Primetime Emmy. Another 13 wins & 24 nominations.","awards"
"515","the life aquatic with steve zissou","Adventure",667,3.588235294,2004,"3 wins & 10 nominations.","awards"
"516","the life aquatic with steve zissou","Comedy",667,3.588235294,2004,"3 wins & 10 nominations.","awards"
"517","the life aquatic with steve zissou","Drama",667,3.588235294,2004,"3 wins & 10 nominations.","awards"
"518","million dollar baby","Drama",668,4.198364008,2004,"Won 4 Oscars. Another 60 wins & 80 nominations.","awards"
"519","million dollar baby","Sport",668,4.198364008,2004,"Won 4 Oscars. Another 60 wins & 80 nominations.","awards"
"520","cars","Animation",669,4.586474501,2006,"Nominated for 2 Oscars. Another 27 wins & 28 nominations.","awards"
"521","cars","Adventure",669,4.586474501,2006,"Nominated for 2 Oscars. Another 27 wins & 28 nominations.","awards"
"522","cars","Comedy",669,4.586474501,2006,"Nominated for 2 Oscars. Another 27 wins & 28 nominations.","awards"
"523","fantastic four","Action",670,3.463258786,2005,"3 wins & 12 nominations.","awards"
"524","fantastic four","Adventure",670,3.463258786,2005,"3 wins & 12 nominations.","awards"
"525","fantastic four","Sci-Fi",670,3.463258786,2005,"3 wins & 12 nominations.","awards"
"526","sin city","Crime",671,4.044632087,2005,"31 wins & 47 nominations.","awards"
"527","sin city","Thriller",671,4.044632087,2005,"31 wins & 47 nominations.","awards"
"528","madagascar","Animation",672,3.98943662,2005,"4 wins & 28 nominations.","awards"
"529","madagascar","Adventure",672,3.98943662,2005,"4 wins & 28 nominations.","awards"
"530","madagascar","Comedy",672,3.98943662,2005,"4 wins & 28 nominations.","awards"
"531","the 40-year-old virgin","Comedy",673,3.707317073,2005,"10 wins & 18 nominations.","awards"
"532","the 40-year-old virgin","Romance",673,3.707317073,2005,"10 wins & 18 nominations.","awards"
"533","land of the dead","Horror",674,3.352459016,2005,"2 wins & 14 nominations.","awards"
"534","walk the line","Biography",675,4.346080306,2005,"Won 1 Oscar. Another 44 wins & 41 nominations.","awards"
"535","walk the line","Drama",675,4.346080306,2005,"Won 1 Oscar. Another 44 wins & 41 nominations.","awards"
"536","walk the line","Music",675,4.346080306,2005,"Won 1 Oscar. Another 44 wins & 41 nominations.","awards"
"537","the hitchhiker's guide to the galaxy","Adventure",676,3.305084746,2005,"1 win & 9 nominations.","awards"
"538","the hitchhiker's guide to the galaxy","Comedy",676,3.305084746,2005,"1 win & 9 nominations.","awards"
"539","the hitchhiker's guide to the galaxy","Sci-Fi",676,3.305084746,2005,"1 win & 9 nominations.","awards"
"540","grey's anatomy","Drama",677,4.701298701,2005,"Won 2 Golden Globes. Another 61 wins & 174 nominations.","awards"
"541","grey's anatomy","Romance",677,4.701298701,2005,"Won 2 Golden Globes. Another 61 wins & 174 nominations.","awards"
"542","the da vinci code","Mystery",678,3.489430894,2006,"Nominated for 1 Golden Globe. Another 5 wins & 21 nominations.","awards"
"543","the da vinci code","Thriller",678,3.489430894,2006,"Nominated for 1 Golden Globe. Another 5 wins & 21 nominations.","awards"
"544","brokeback mountain","Drama",679,4.45416079,2005,"Won 3 Oscars. Another 125 wins & 117 nominations.","awards"
"545","brokeback mountain","Romance",679,4.45416079,2005,"Won 3 Oscars. Another 125 wins & 117 nominations.","awards"
"546","munich","Drama",680,3.843537415,2005,"Nominated for 5 Oscars. Another 12 wins & 57 nominations.","awards"
"547","munich","History",680,3.843537415,2005,"Nominated for 5 Oscars. Another 12 wins & 57 nominations.","awards"
"548","munich","Thriller",680,3.843537415,2005,"Nominated for 5 Oscars. Another 12 wins & 57 nominations.","awards"
"549","scarecrow and mrs. king","Adventure",681,4.916201117,1983,"Nominated for 1 Golden Globe. Another 2 wins & 6 nominations.","awards"
"550","eragon","Action",682,2.606217617,2006,"1 win & 6 nominations.","awards"
"551","eragon","Adventure",682,2.606217617,2006,"1 win & 6 nominations.","awards"
"552","eragon","Family",682,2.606217617,2006,"1 win & 6 nominations.","awards"
"553","pirates of the caribbean","Action",683,3.963394343,2003,"Nominated for 5 Oscars. Another 31 wins & 86 nominations.","awards"
"554","pirates of the caribbean","Adventure",683,3.963394343,2003,"Nominated for 5 Oscars. Another 31 wins & 86 nominations.","awards"
"555","pirates of the caribbean","Fantasy",683,3.963394343,2003,"Nominated for 5 Oscars. Another 31 wins & 86 nominations.","awards"
"556","pan's labyrinth","Drama",684,4.268199234,2006,"Won 3 Oscars. Another 93 wins & 97 nominations.","awards"
"557","pan's labyrinth","Fantasy",684,4.268199234,2006,"Won 3 Oscars. Another 93 wins & 97 nominations.","awards"
"558","pan's labyrinth","War",684,4.268199234,2006,"Won 3 Oscars. Another 93 wins & 97 nominations.","awards"
"559","the queen","Biography",685,4.324099723,2006,"Won 1 Oscar. Another 89 wins & 91 nominations.","awards"
"560","the queen","Drama",685,4.324099723,2006,"Won 1 Oscar. Another 89 wins & 91 nominations.","awards"
"561","the fountain","Drama",686,3.691860465,2006,"Nominated for 1 Golden Globe. Another 8 wins & 31 nominations.","awards"
"562","the fountain","Sci-Fi",686,3.691860465,2006,"Nominated for 1 Golden Globe. Another 8 wins & 31 nominations.","awards"
"563","happy feet","Animation",687,3.743362832,2006,"Won 1 Oscar. Another 18 wins & 24 nominations.","awards"
"564","happy feet","Comedy",687,3.743362832,2006,"Won 1 Oscar. Another 18 wins & 24 nominations.","awards"
"565","happy feet","Family",687,3.743362832,2006,"Won 1 Oscar. Another 18 wins & 24 nominations.","awards"
"566","spider-man 3","Action",688,3.472616633,2007,"Nominated for 1 BAFTA Film Award. Another 3 wins & 31 nominations.","awards"
"567","spider-man 3","Adventure",688,3.472616633,2007,"Nominated for 1 BAFTA Film Award. Another 3 wins & 31 nominations.","awards"
"568","blood diamond","Adventure",689,4.284090909,2006,"Nominated for 5 Oscars. Another 8 wins & 26 nominations.","awards"
"569","blood diamond","Drama",689,4.284090909,2006,"Nominated for 5 Oscars. Another 8 wins & 26 nominations.","awards"
"570","blood diamond","Thriller",689,4.284090909,2006,"Nominated for 5 Oscars. Another 8 wins & 26 nominations.","awards"
"571","the chronicles of narnia","Adventure",690,3.986666667,2005,"Won 1 Oscar. Another 14 wins & 44 nominations.","awards"
"572","the chronicles of narnia","Family",690,3.986666667,2005,"Won 1 Oscar. Another 14 wins & 44 nominations.","awards"
"573","the chronicles of narnia","Fantasy",690,3.986666667,2005,"Won 1 Oscar. Another 14 wins & 44 nominations.","awards"
"574","harry potter and the order of the phoenix","Adventure",691,3.95157385,2007,"Nominated for 2 BAFTA Film Awards. Another 15 wins & 38 nominations.","awards"
"575","harry potter and the order of the phoenix","Family",691,3.95157385,2007,"Nominated for 2 BAFTA Film Awards. Another 15 wins & 38 nominations.","awards"
"576","harry potter and the order of the phoenix","Fantasy",691,3.95157385,2007,"Nominated for 2 BAFTA Film Awards. Another 15 wins & 38 nominations.","awards"
"577","bridge to terabithia","Adventure",692,3.682926829,2007,"6 wins & 5 nominations.","awards"
"578","bridge to terabithia","Drama",692,3.682926829,2007,"6 wins & 5 nominations.","awards"
"579","bridge to terabithia","Family",692,3.682926829,2007,"6 wins & 5 nominations.","awards"
"580","iron man","Action",693,4.450810811,2008,"Nominated for 2 Oscars. Another 19 wins & 60 nominations.","awards"
"581","iron man","Adventure",693,4.450810811,2008,"Nominated for 2 Oscars. Another 19 wins & 60 nominations.","awards"
"582","iron man","Sci-Fi",693,4.450810811,2008,"Nominated for 2 Oscars. Another 19 wins & 60 nominations.","awards"
"583","i am legend","Drama",694,3.611749681,2007,"9 wins & 21 nominations.","awards"
"584","i am legend","Horror",694,3.611749681,2007,"9 wins & 21 nominations.","awards"
"585","i am legend","Sci-Fi",694,3.611749681,2007,"9 wins & 21 nominations.","awards"
"586","fawlty towers","Comedy",701,4.818627451,1975,"5 wins & 2 nominations.","awards"
"587","clockwork orange","Crime",702,4.5,1971,"Nominated for 4 Oscars. Another 8 wins & 17 nominations.","awards"
"588","clockwork orange","Drama",702,4.5,1971,"Nominated for 4 Oscars. Another 8 wins & 17 nominations.","awards"
"589","clockwork orange","Sci-Fi",702,4.5,1971,"Nominated for 4 Oscars. Another 8 wins & 17 nominations.","awards"
"590","willy wonka and the chocolate factory","Documentary",711,4.64,2001,"N/A","awards"
"591","willy wonka and the chocolate factory","Short",711,4.64,2001,"N/A","awards"
"592","the simpsons","Animation",748,4.5,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"593","the simpsons","Adventure",748,4.5,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"594","the simpsons","Comedy",748,4.5,2007,"Nominated for 1 Golden Globe. Another 4 wins & 32 nominations.","awards"
"595","the boondock saints","Action",779,4.328018223,1999,"N/A","awards"
"596","the boondock saints","Crime",779,4.328018223,1999,"N/A","awards"
"597","the boondock saints","Thriller",779,4.328018223,1999,"N/A","awards"
"598","o brother where art thou","Adventure",794,4.54691689,2000,"Nominated for 2 Oscars. Another 7 wins & 35 nominations.","awards"
"599","o brother where art thou","Comedy",794,4.54691689,2000,"Nominated for 2 Oscars. Another 7 wins & 35 nominations.","awards"
"600","o brother where art thou","Crime",794,4.54691689,2000,"Nominated for 2 Oscars. Another 7 wins & 35 nominations.","awards"
"601","jurassic park trilogy","Animation",797,4.374631268,2015,"N/A","awards"
"602","jurassic park trilogy","Short",797,4.374631268,2015,"N/A","awards"
"603","evil dead, the","Fantasy",807,4.467787115,1981,"3 wins & 1 nomination.","awards"
"604","evil dead, the","Horror",807,4.467787115,1981,"3 wins & 1 nomination.","awards"
"605","artificial intelligence","Adventure",812,3.613496933,2001,"Nominated for 2 Oscars. Another 16 wins & 64 nominations.","awards"
"606","artificial intelligence","Drama",812,3.613496933,2001,"Nominated for 2 Oscars. Another 16 wins & 64 nominations.","awards"
"607","artificial intelligence","Sci-Fi",812,3.613496933,2001,"Nominated for 2 Oscars. Another 16 wins & 64 nominations.","awards"
"608","ocean's eleven","Crime",817,4.121495327,2001,"4 wins & 20 nominations.","awards"
"609","ocean's eleven","Thriller",817,4.121495327,2001,"4 wins & 20 nominations.","awards"
"610","usual suspects, the","Crime",842,4.68641115,1995,"Won 2 Oscars. Another 32 wins & 16 nominations.","awards"
"611","usual suspects, the","Drama",842,4.68641115,1995,"Won 2 Oscars. Another 32 wins & 16 nominations.","awards"
"612","usual suspects, the","Mystery",842,4.68641115,1995,"Won 2 Oscars. Another 32 wins & 16 nominations.","awards"
"613","the royal tenenbaums","Comedy",853,3.896226415,2001,"Nominated for 1 Oscar. Another 10 wins & 45 nominations.","awards"
"614","the royal tenenbaums","Drama",853,3.896226415,2001,"Nominated for 1 Oscar. Another 10 wins & 45 nominations.","awards"
"615","ocean's 11","Comedy",864,4.121495327,1960,"2 nominations.","awards"
"616","ocean's 11","Crime",864,4.121495327,1960,"2 nominations.","awards"
"617","ocean's 11","Music",864,4.121495327,1960,"2 nominations.","awards"
"618","the count of monte cristo","Action",873,4.1,2002,"N/A","awards"
"619","the count of monte cristo","Adventure",873,4.1,2002,"N/A","awards"
"620","the count of monte cristo","Drama",873,4.1,2002,"N/A","awards"
"621","queen of the damned","Drama",877,3.164516129,2002,"6 nominations.","awards"
"622","queen of the damned","Fantasy",877,3.164516129,2002,"6 nominations.","awards"
"623","queen of the damned","Horror",877,3.164516129,2002,"6 nominations.","awards"
"624","the office","Comedy",880,4.380319149,2005,"Won 1 Golden Globe. Another 37 wins & 155 nominations.","awards"
"625","terminator, the","Action",889,4.305555556,1984,"5 wins & 6 nominations.","awards"
"626","terminator, the","Sci-Fi",889,4.305555556,1984,"5 wins & 6 nominations.","awards"
"627","we were soldiers","Action",934,4.450704225,2002,"1 win & 5 nominations.","awards"
"628","we were soldiers","Drama",934,4.450704225,2002,"1 win & 5 nominations.","awards"
"629","we were soldiers","History",934,4.450704225,2002,"1 win & 5 nominations.","awards"
"630","queen of damned","Drama",944,3.164516129,2002,"6 nominations.","awards"
"631","queen of damned","Fantasy",944,3.164516129,2002,"6 nominations.","awards"
"632","queen of damned","Horror",944,3.164516129,2002,"6 nominations.","awards"
"633","harry potter and the chamber of secrets","Adventure",963,4.428169014,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.","awards"
"634","harry potter and the chamber of secrets","Family",963,4.428169014,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.","awards"
"635","harry potter and the chamber of secrets","Fantasy",963,4.428169014,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.","awards"
"636","interviews with students","Documentary",964,4.428169014,2003,"N/A","awards"
"637","interviews with students","Short",964,4.428169014,2003,"N/A","awards"
"638","star trek","Action",965,3.391691395,2009,"Won 1 Oscar. Another 22 wins & 78 nominations.","awards"
"639","star trek","Adventure",965,3.391691395,2009,"Won 1 Oscar. Another 22 wins & 78 nominations.","awards"
"640","star trek","Sci-Fi",965,3.391691395,2009,"Won 1 Oscar. Another 22 wins & 78 nominations.","awards"
"641","my big fat greek wedding","Comedy",967,4.334302326,2002,"Nominated for 1 Oscar. Another 20 wins & 27 nominations.","awards"
"642","my big fat greek wedding","Romance",967,4.334302326,2002,"Nominated for 1 Oscar. Another 20 wins & 27 nominations.","awards"
"643","28 days later...","Horror",991,3.748314607,2002,"9 wins & 26 nominations.","awards"
"644","28 days later...","Sci-Fi",991,3.748314607,2002,"9 wins & 26 nominations.","awards"
"645","28 days later...","Thriller",991,3.748314607,2002,"9 wins & 26 nominations.","awards"
"646","the citizen kane","Documentary",1015,4.398950131,1991,"N/A","awards"
"647","count of monte cristo","Action",1022,4.1,2002,"N/A","awards"
"648","count of monte cristo","Adventure",1022,4.1,2002,"N/A","awards"
"649","count of monte cristo","Drama",1022,4.1,2002,"N/A","awards"
"650","x2","Action",1026,4.597359736,1991,"N/A","awards"
"651","x2","Thriller",1026,4.597359736,1991,"N/A","awards"
"652","the texas chainsaw massacre","Horror",1035,4.440894569,2003,"4 wins & 14 nominations.","awards"
"653","hellboy","Action",1054,4.153424658,2004,"3 wins & 22 nominations.","awards"
"654","hellboy","Fantasy",1054,4.153424658,2004,"3 wins & 22 nominations.","awards"
"655","hellboy","Horror",1054,4.153424658,2004,"3 wins & 22 nominations.","awards"
"656","star wars","Action",1057,3.301229508,1977,"Won 6 Oscars. Another 38 wins & 28 nominations.","awards"
"657","star wars","Adventure",1057,3.301229508,1977,"Won 6 Oscars. Another 38 wins & 28 nominations.","awards"
"658","star wars","Fantasy",1057,3.301229508,1977,"Won 6 Oscars. Another 38 wins & 28 nominations.","awards"
"659","searchers","Adventure",1063,4.646753247,1956,"Won 1 Golden Globe. Another 2 wins & 2 nominations.","awards"
"660","searchers","Drama",1063,4.646753247,1956,"Won 1 Golden Globe. Another 2 wins & 2 nominations.","awards"
"661","searchers","Western",1063,4.646753247,1956,"Won 1 Golden Globe. Another 2 wins & 2 nominations.","awards"
"662","willy wonka & chocolate factory","Family",1064,4.629333333,1971,"Nominated for 1 Oscar. Another 1 win & 1 nomination.","awards"
"663","willy wonka & chocolate factory","Fantasy",1064,4.629333333,1971,"Nominated for 1 Oscar. Another 1 win & 1 nomination.","awards"
"664","willy wonka & chocolate factory","Musical",1064,4.629333333,1971,"Nominated for 1 Oscar. Another 1 win & 1 nomination.","awards"
"665","led zeppelin","Documentary",1079,4.858356941,1976,"N/A","awards"
"666","led zeppelin","Music",1079,4.858356941,1976,"N/A","awards"
"667","master and commander","Action",1091,4.347721823,2003,"Won 2 Oscars. Another 21 wins & 77 nominations.","awards"
"668","master and commander","Adventure",1091,4.347721823,2003,"Won 2 Oscars. Another 21 wins & 77 nominations.","awards"
"669","master and commander","Drama",1091,4.347721823,2003,"Won 2 Oscars. Another 21 wins & 77 nominations.","awards"
"670","irréversible","Crime",1097,3.477564103,2002,"3 wins & 9 nominations.","awards"
"671","irréversible","Drama",1097,3.477564103,2002,"3 wins & 9 nominations.","awards"
"672","irréversible","Mystery",1097,3.477564103,2002,"3 wins & 9 nominations.","awards"
"673","la bella durmiente","Documentary",1098,4.629032258,1981,"N/A","awards"
"674","la bella durmiente","Short",1098,4.629032258,1981,"N/A","awards"
"675","happiest baby on the block","N/A",1103,4.692160612,2002,"N/A","awards"
"676","house of 1000 corpses","Horror",1106,3.482573727,2003,"3 wins & 5 nominations.","awards"
"677","gods and generals","Drama",1111,3.696969697,2003,"1 win & 2 nominations.","awards"
"678","gods and generals","History",1111,3.696969697,2003,"1 win & 2 nominations.","awards"
"679","gods and generals","War",1111,3.696969697,2003,"1 win & 2 nominations.","awards"
"680","irreversible","Crime",1120,3.477564103,2002,"3 wins & 9 nominations.","awards"
"681","irreversible","Drama",1120,3.477564103,2002,"3 wins & 9 nominations.","awards"
"682","irreversible","Mystery",1120,3.477564103,2002,"3 wins & 9 nominations.","awards"
"683","the matrix revolutions","Action",1123,3.574938575,2003,"1 win & 22 nominations.","awards"
"684","the matrix revolutions","Sci-Fi",1123,3.574938575,2003,"1 win & 22 nominations.","awards"
"685","indiana jones and the temple of doom","Action",1128,4.629277567,1984,"Won 1 Oscar. Another 6 wins & 20 nominations.","awards"
"686","indiana jones and the temple of doom","Adventure",1128,4.629277567,1984,"Won 1 Oscar. Another 6 wins & 20 nominations.","awards"
"687","the last samurai","Action",1133,4.12293578,2003,"Nominated for 4 Oscars. Another 19 wins & 52 nominations.","awards"
"688","the last samurai","Drama",1133,4.12293578,2003,"Nominated for 4 Oscars. Another 19 wins & 52 nominations.","awards"
"689","the last samurai","History",1133,4.12293578,2003,"Nominated for 4 Oscars. Another 19 wins & 52 nominations.","awards"
"690","boondock saints","Action",1137,4.305429864,1999,"N/A","awards"
"691","boondock saints","Crime",1137,4.305429864,1999,"N/A","awards"
"692","boondock saints","Thriller",1137,4.305429864,1999,"N/A","awards"
"693","scarface","Crime",1141,4.465822785,1983,"Nominated for 3 Golden Globes. Another 4 nominations.","awards"
"694","scarface","Drama",1141,4.465822785,1983,"Nominated for 3 Golden Globes. Another 4 nominations.","awards"
"695","looney tunes","Animation",1151,4.761904762,2003,"9 nominations.","awards"
"696","looney tunes","Adventure",1151,4.761904762,2003,"9 nominations.","awards"
"697","looney tunes","Comedy",1151,4.761904762,2003,"9 nominations.","awards"
"698","x-men 2","Action",1162,4.597359736,2003,"5 wins & 35 nominations.","awards"
"699","x-men 2","Adventure",1162,4.597359736,2003,"5 wins & 35 nominations.","awards"
"700","x-men 2","Sci-Fi",1162,4.597359736,2003,"5 wins & 35 nominations.","awards"
"701","league of extraordinary gentlemen","Action",1170,3.405844156,2003,"6 nominations.","awards"
"702","league of extraordinary gentlemen","Adventure",1170,3.405844156,2003,"6 nominations.","awards"
"703","league of extraordinary gentlemen","Fantasy",1170,3.405844156,2003,"6 nominations.","awards"
"704","open range","Drama",1174,4.446808511,2003,"1 win & 4 nominations.","none"
"705","open range","Romance",1174,4.446808511,2003,"1 win & 4 nominations.","none"
"706","open range","Western",1174,4.446808511,2003,"1 win & 4 nominations.","none"
"707","freddy vs. jason","Horror",1188,3.93597561,2003,"2 wins & 7 nominations.","none"
"708","freddy vs. jason","Thriller",1188,3.93597561,2003,"2 wins & 7 nominations.","none"
"709","buffy the vampire slayer","Action",1192,4.506944444,1997,"Nominated for 1 Golden Globe. Another 52 wins & 128 nominations.","none"
"710","buffy the vampire slayer","Drama",1192,4.506944444,1997,"Nominated for 1 Golden Globe. Another 52 wins & 128 nominations.","none"
"711","buffy the vampire slayer","Fantasy",1192,4.506944444,1997,"Nominated for 1 Golden Globe. Another 52 wins & 128 nominations.","none"
"712","freaks and geeks","Comedy",1223,4.77972028,1999,"Won 1 Primetime Emmy. Another 2 wins & 15 nominations.","none"
"713","freaks and geeks","Drama",1223,4.77972028,1999,"Won 1 Primetime Emmy. Another 2 wins & 15 nominations.","none"
"714","gospel of john","Biography",1226,4.65497076,2003,"1 win & 3 nominations.","none"
"715","gospel of john","Drama",1226,4.65497076,2003,"1 win & 3 nominations.","none"
"716","gospel of john","History",1226,4.65497076,2003,"1 win & 3 nominations.","none"
"717","mystic river","Crime",1231,3.715827338,2003,"Won 2 Oscars. Another 53 wins & 129 nominations.","none"
"718","mystic river","Drama",1231,3.715827338,2003,"Won 2 Oscars. Another 53 wins & 129 nominations.","none"
"719","mystic river","Mystery",1231,3.715827338,2003,"Won 2 Oscars. Another 53 wins & 129 nominations.","none"
"720","big fish","Adventure",1233,4.332361516,2003,"Nominated for 1 Oscar. Another 1 win & 52 nominations.","none"
"721","big fish","Drama",1233,4.332361516,2003,"Nominated for 1 Oscar. Another 1 win & 52 nominations.","none"
"722","big fish","Fantasy",1233,4.332361516,2003,"Nominated for 1 Oscar. Another 1 win & 52 nominations.","none"
"723","battlestar galactica","Action",1250,4.01285347,2004,"Won 3 Primetime Emmys. Another 32 wins & 77 nominations.","none"
"724","battlestar galactica","Adventure",1250,4.01285347,2004,"Won 3 Primetime Emmys. Another 32 wins & 77 nominations.","none"
"725","battlestar galactica","Drama",1250,4.01285347,2004,"Won 3 Primetime Emmys. Another 32 wins & 77 nominations.","none"
"726","the chronicles of riddick","Action",1254,3.846405229,2004,"4 nominations.","none"
"727","the chronicles of riddick","Adventure",1254,3.846405229,2004,"4 nominations.","none"
"728","the chronicles of riddick","Sci-Fi",1254,3.846405229,2004,"4 nominations.","none"
"729","new crouching tiger, hidden dragon","Action",1256,4.369515012,2001,"N/A","none"
"730","new crouching tiger, hidden dragon","Drama",1256,4.369515012,2001,"N/A","none"
"731","the butterfly effect","Sci-Fi",1265,4.032738095,2004,"1 win & 8 nominations.","none"
"732","the butterfly effect","Thriller",1265,4.032738095,2004,"1 win & 8 nominations.","none"
"733","butterfly effect","Sci-Fi",1268,4.032738095,2004,"1 win & 8 nominations.","none"
"734","butterfly effect","Thriller",1268,4.032738095,2004,"1 win & 8 nominations.","none"
"735","vol. 2","Action",1278,4.083732057,2004,"Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.","none"
"736","vol. 2","Crime",1278,4.083732057,2004,"Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.","none"
"737","vol. 2","Thriller",1278,4.083732057,2004,"Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.","none"
"738","troy","Adventure",1282,3.690076336,2004,"Nominated for 1 Oscar. Another 3 wins & 19 nominations.","none"
"739","kill bill, volume 2","Documentary",1297,4.083732057,2004,"N/A","none"
"740","master & commander","Action",1306,4.317307692,2003,"Won 2 Oscars. Another 21 wins & 77 nominations.","none"
"741","master & commander","Adventure",1306,4.317307692,2003,"Won 2 Oscars. Another 21 wins & 77 nominations.","none"
"742","master & commander","Drama",1306,4.317307692,2003,"Won 2 Oscars. Another 21 wins & 77 nominations.","none"
"743","potty power","Short",1307,4.284009547,2004,"N/A","none"
"744","potty power","Family",1307,4.284009547,2004,"N/A","none"
"745","elf","Comedy",1311,4.539432177,2003,"2 wins & 7 nominations.","none"
"746","elf","Family",1311,4.539432177,2003,"2 wins & 7 nominations.","none"
"747","elf","Fantasy",1311,4.539432177,2003,"2 wins & 7 nominations.","none"
"748","latter days","Comedy",1321,4.595628415,2003,"3 wins.","none"
